"","x1","x2","x3","f1","f2","order","f1.norm","f2.norm","theta","dist"
"1",0,0,0,0,1,0,0,1,100,0
"2",0.5,0,0,0.5,0.292893218813452,0,0.5,0.292893218813452,33.7346593386907,0
"3",1,0,0,1,0,0,1,0,0,0
"4",0,0.5,0,0,3.25,0,0,3.25,100,2.25
"5",0.5,0.5,0,0.5,1.9752451216018,0,0.5,1.9752451216018,84.2165839228072,1.4105706539402
"6",1,0.5,0,1,1.44722436226801,0,1,1.44722436226801,61.5070948130228,1.21783805399703
"7",0,1,0,0,5.5,0,0,5.5,100,4.5
"8",0.5,1,0,0.5,3.8416876048223,0,0.5,3.8416876048223,91.7606362007969,3.16953799439157
"9",1,1,0,1,3.15479212008829,0,1,3.15479212008829,80.4583614671395,2.70775233313151
"10",0,0,0.5,0,3.25,0,0,3.25,100,2.25
"11",0.5,0,0.5,0.5,1.9752451216018,0,0.5,1.9752451216018,84.2165839228072,1.4105706539402
"12",1,0,0.5,1,1.44722436226801,0,1,1.44722436226801,61.5070948130228,1.21783805399703
"13",0,0.5,0.5,0,5.5,0,0,5.5,100,4.5
"14",0.5,0.5,0.5,0.5,3.8416876048223,0,0.5,3.8416876048223,91.7606362007969,3.16953799439157
"15",1,0.5,0.5,1,3.15479212008829,0,1,3.15479212008829,80.4583614671395,2.70775233313151
"16",0,1,0.5,0,7.75,0,0,7.75,100,6.75
"17",0.5,1,0.5,0.5,5.78149803149705,0,0.5,5.78149803149705,94.5080003227069,5.05409421896096
"18",1,1,0.5,1,4.96611781858499,0,1,4.96611781858499,87.3499025072958,4.41211708142336
"19",0,0,1,0,5.5,0,0,5.5,100,4.5
"20",0.5,0,1,0.5,3.8416876048223,0,0.5,3.8416876048223,91.7606362007969,3.16953799439157
"21",1,0,1,1,3.15479212008829,0,1,3.15479212008829,80.4583614671395,2.70775233313151
"22",0,0.5,1,0,7.75,0,0,7.75,100,6.75
"23",0.5,0.5,1,0.5,5.78149803149705,0,0.5,5.78149803149705,94.5080003227069,5.05409421896096
"24",1,0.5,1,1,4.96611781858499,0,1,4.96611781858499,87.3499025072958,4.41211708142336
"25",0,1,1,0,10,0,0,10,100,9
"26",0.5,1,1,0.5,7.76393202250021,0,0.5,7.76393202250021,95.9057997465122,7.00168155346025
"27",1,1,1,1,6.83772233983162,0,1,6.83772233983162,90.7551321226981,6.21931890092218
"28",0.38988071877975,0.194433445809409,0.494057096657343,0.38988071877975,2.83416153099872,0,0.38988071877975,2.83416153099872,91.2969805912531,2.16273584903532
"29",0.425377602688968,0.411563681671396,0.0038518930086866,0.425377602688968,1.76457790269021,0,0.425377602688968,1.76457790269021,84.940661487973,1.18251482958229
"30",0.116974921897054,0.0749007385456935,0.247513905516826,0.116974921897054,1.91543163804801,0,0.116974921897054,1.91543163804801,96.117001717769,1.13562435523579
"31",0.173522147466429,0.265591680188663,0.326111373142339,0.173522147466429,2.86544778580244,0,0.173522147466429,2.86544778580244,96.1495409441587,2.08653780374775
